"P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","GEO_ID","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","NAME"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901007","2258","579","1679","1600","1381","113","6","93","6","1","79","73","7","5","35","0","6","11","1","1","4","0","0","0","0","3","0","6","2","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","Census Tract 9010.07, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901008","2874","1032","1842","1762","1033","467","16","229","6","11","80","75","17","8","36","0","0","1","8","0","4","0","0","0","1","0","0","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9010.08, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901009","5318","1415","3903","3749","2678","798","17","221","7","28","154","139","44","23","39","3","1","7","10","1","1","0","0","0","5","0","5","15","8","2","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9010.09, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901010","5913","2071","3842","3666","2451","952","32","204","8","19","176","159","57","19","42","2","3","11","10","0","7","2","0","0","6","0","0","17","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","Census Tract 9010.10, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901011","5069","1306","3763","3560","2495","676","15","344","6","24","203","180","52","34","53","5","9","7","9","2","2","0","0","0","6","0","1","23","13","2","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9010.11, Los Angeles County, California"
"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037901101","5496","1609","3887","3735","2968","531","27","184","12","13","152","140","30","37","43","7","0","3","11","0","4","1","0","1","2","1","0","10","1","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9011.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901102","5557","1463","4094","3928","3181","500","37","191","14","5","166","158","38","30","69","8","0","5","0","2","1","3","0","1","0","1","0","8","6","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","Census Tract 9011.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901205","10466","2493","7973","7680","5731","1166","45","681","32","25","293","255","60","38","101","11","9","20","8","1","0","1","0","0","5","1","0","38","14","5","0","1","2","0","0","15","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 9012.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901209","1633","365","1268","1232","1135","50","11","29","1","6","36","36","4","12","14","0","0","0","0","0","0","1","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9012.09, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901210","1591","213","1378","1330","1284","22","3","20","1","0","48","40","5","17","13","0","1","1","2","0","0","0","0","0","0","1","0","8","3","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9012.10, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037901213","3553","529","3024","2908","2429","264","17","183","0","15","116","106","26","24","34","1","11","4","3","0","0","0","0","0","0","3","0","10","6","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9012.13, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910001","5742","3862","1880","1802","1211","530","20","36","4","1","78","73","19","28","10","1","3","4","3","0","0","4","0","0","1","0","0","5","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9100.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910002","7217","4101","3116","2970","2563","275","29","74","10","19","146","138","45","51","14","1","4","10","8","1","2","1","1","0","0","0","0","8","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9100.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910101","1684","1252","432","408","176","171","4","55","1","1","24","21","7","2","5","0","0","0","2","0","2","3","0","0","0","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9101.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910201","3549","1693","1856","1777","1247","376","18","131","1","4","79","66","7","12","30","2","6","3","3","0","1","0","0","0","1","1","0","13","4","4","2","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","Census Tract 9102.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910202","5223","1298","3925","3789","3033","357","32","346","6","15","136","129","29","18","46","5","2","5","4","3","3","1","0","0","7","6","0","7","4","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910205","1371","432","939","906","684","117","2","100","1","2","33","28","3","7","9","1","2","0","5","0","0","0","0","0","1","0","0","5","0","0","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.05, Los Angeles County, California"
"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037910206","3246","1320","1926","1823","878","562","2","360","6","15","103","91","23","12","21","3","1","3","21","1","1","0","0","0","0","5","0","10","4","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.06, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910207","6023","2308","3715","3532","2236","686","15","560","12","23","183","163","27","33","58","4","1","17","13","0","0","1","0","0","8","1","0","19","9","0","1","2","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.07, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1400000US06037910208","6340","3001","3339","3176","1974","747","31","394","7","23","163","153","38","33","50","3","2","12","5","5","0","1","0","0","0","4","0","8","1","5","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.08, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910209","4397","1296","3101","2975","2124","498","20","315","9","9","126","123","29","14","39","9","4","1","5","8","2","4","0","1","3","4","0","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.09, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910210","7103","1892","5211","5003","3455","896","24","569","33","26","208","200","57","19","81","7","3","12","6","0","4","2","0","0","5","4","0","8","2","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9102.10, Los Angeles County, California"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910301","4219","768","3451","3369","2893","261","33","177","2","3","82","69","11","13","17","9","1","6","2","1","0","0","0","0","7","2","0","12","3","0","0","3","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9103.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910302","6387","1494","4893","4684","3791","492","45","333","8","15","209","194","29","49","70","3","8","5","7","2","1","6","2","0","5","4","3","15","3","1","0","0","2","2","0","6","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9103.02, Los Angeles County, California"
"2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1400000US06037910401","6608","2634","3974","3753","2200","901","25","588","13","26","221","193","63","38","61","3","9","13","4","0","0","0","0","0","1","1","0","25","9","6","1","0","0","3","0","5","0","0","0","0","0","0","1","0","0","0","0","0","Census Tract 9104.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910402","3751","2661","1090","1028","365","617","6","33","0","7","62","59","15","7","4","2","0","16","1","2","10","1","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9104.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910403","2235","1730","505","473","204","248","1","16","1","3","32","24","14","1","4","0","1","2","1","0","0","0","0","1","0","0","0","8","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9104.03, Los Angeles County, California"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","1","1400000US06037910404","4130","2603","1527","1441","765","544","14","107","2","9","86","73","36","13","9","6","1","5","2","0","0","0","0","0","1","0","0","9","2","4","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Census Tract 9104.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910501","5339","2933","2406","2263","563","1543","9","122","8","18","143","126","64","13","15","0","3","14","7","2","6","0","1","1","0","0","0","17","11","0","0","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","Census Tract 9105.01, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910502","4086","2779","1307","1235","667","506","2","54","4","2","72","54","13","14","6","0","1","15","4","0","0","0","1","0","0","0","0","17","13","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","Census Tract 9105.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910504","4797","3259","1538","1469","789","557","12","96","4","11","69","64","19","10","21","1","0","2","1","0","3","1","0","1","1","3","1","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9105.04, Los Angeles County, California"
"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037910505","3064","2025","1039","978","570","322","16","62","2","6","61","58","8","8","18","3","0","2","3","0","11","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","Census Tract 9105.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910601","6460","4383","2077","1992","1002","840","35","73","18","24","85","72","29","12","6","5","4","2","1","3","1","2","0","1","2","4","0","13","3","1","3","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9106.01, Los Angeles County, California"
"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037910602","3995","2316","1679","1586","729","692","9","143","3","10","93","83","16","26","18","0","6","1","7","3","2","2","0","0","2","0","0","8","0","3","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","Census Tract 9106.02, Los Angeles County, California"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037910603","7075","4422","2653","2523","1438","861","9","196","9","10","130","119","66","18","17","2","4","2","2","2","2","0","0","0","3","1","0","9","4","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9106.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910605","4535","2921","1614","1538","884","535","19","82","6","12","76","69","35","5","16","1","0","3","2","0","0","4","0","1","1","1","0","7","3","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","Census Tract 9106.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910606","2970","1918","1052","1013","581","366","17","40","5","4","39","31","9","2","12","2","4","1","0","0","0","0","0","0","1","0","0","8","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9106.06, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910705","11415","7214","4201","4004","1415","2067","28","449","11","34","197","182","68","21","32","1","3","18","13","5","8","2","2","0","3","6","0","14","8","1","1","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","Census Tract 9107.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910706","6022","4174","1848","1758","655","871","13","202","1","16","90","79","33","2","16","0","6","6","10","1","1","0","1","0","1","2","0","11","6","3","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Census Tract 9107.06, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910707","4329","2220","2109","1988","1066","783","18","90","11","20","121","116","40","15","16","10","6","10","8","2","9","0","0","0","0","0","0","4","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9107.07, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910709","1650","641","1009","957","833","84","5","34","1","0","52","42","16","5","8","3","0","1","3","0","0","2","4","0","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9107.09, Los Angeles County, California"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1400000US06037910711","7585","4606","2979","2825","1565","1044","19","184","4","9","154","135","41","21","20","0","2","14","8","0","20","2","0","3","4","0","0","16","11","0","0","1","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","Census Tract 9107.11, Los Angeles County, California"
"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1400000US06037910712","2772","1706","1066","1022","474","446","3","89","3","7","44","39","15","6","7","3","2","4","0","0","0","0","0","1","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Census Tract 9107.12, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910713","5324","3322","2002","1908","835","852","16","176","11","18","94","90","29","2","31","1","1","4","8","3","7","4","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","Census Tract 9107.13, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910714","3596","2505","1091","1055","478","493","15","60","0","9","36","32","8","5","12","1","1","1","3","0","1","0","0","0","0","0","0","4","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9107.14, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910715","6702","4216","2486","2337","1153","946","8","204","14","12","149","142","39","20","28","5","11","4","12","0","11","5","0","0","6","1","0","6","4","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Census Tract 9107.15, Los Angeles County, California"
"0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037910716","6117","3268","2849","2703","1502","949","19","215","3","15","146","126","34","6","46","3","3","9","15","0","4","1","0","1","3","1","0","18","8","2","0","1","0","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","Census Tract 9107.16, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910804","3295","667","2628","2568","2443","16","16","86","0","7","60","58","11","20","16","2","1","0","0","0","0","0","0","1","7","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910805","4839","938","3901","3785","3566","109","29","70","2","9","116","108","11","51","37","4","1","2","0","0","0","0","0","0","2","0","0","8","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.05, Los Angeles County, California"
"1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","1400000US06037910807","5489","1522","3967","3786","3035","308","18","420","3","2","181","149","20","30","67","1","1","4","8","1","1","4","0","0","12","0","0","28","5","5","0","0","1","5","0","5","3","0","3","0","0","0","0","0","0","0","0","1","Census Tract 9108.07, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910808","3537","986","2551","2473","2191","71","9","183","7","12","78","68","7","16","32","1","1","1","7","0","0","0","0","0","2","1","0","10","1","1","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","Census Tract 9108.08, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037910809","2235","269","1966","1924","1732","28","3","156","0","5","42","40","4","6","27","0","0","1","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.09, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910810","2765","667","2098","2036","1712","72","7","236","4","5","62","61","9","13","30","2","1","0","0","0","0","0","1","0","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.10, Los Angeles County, California"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037910811","305","88","217","211","178","24","6","3","0","0","6","4","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.11, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910812","464","50","414","390","376","1","4","2","2","5","24","23","1","12","9","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.12, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037910813","3535","661","2874","2804","2660","52","24","62","2","4","70","68","8","18","36","0","3","1","0","0","0","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9108.13, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037911001","4201","1100","3101","3016","2718","154","19","99","15","11","85","80","11","30","19","7","2","5","0","3","0","2","0","0","1","0","0","5","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9110.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920011","286","70","216","208","180","25","0","2","1","0","8","8","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.11, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1400000US06037920012","1072","122","950","914","877","5","9","17","1","5","36","34","2","18","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.12, Los Angeles County, California"
"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920013","4306","1015","3291","3197","2796","70","15","302","4","10","94","86","12","17","48","1","1","2","2","0","0","1","0","0","1","1","0","6","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.13, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920015","6353","1212","5141","4933","4150","171","5","593","2","12","208","202","40","16","128","3","2","0","6","0","0","0","0","0","0","7","0","6","2","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.15, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920016","4904","925","3979","3806","3089","214","11","476","4","12","173","165","25","18","100","4","2","0","3","0","0","0","0","0","9","4","0","8","1","2","0","0","2","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","Census Tract 9200.16, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920017","4342","1083","3259","3162","2849","55","21","218","9","10","97","86","10","15","43","2","0","0","10","0","0","0","0","0","5","0","1","11","2","1","0","0","0","0","1","4","0","0","0","0","0","0","2","0","1","0","0","0","Census Tract 9200.17, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920018","2277","418","1859","1809","1616","30","5","147","0","11","50","47","5","11","25","1","2","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.18, Los Angeles County, California"
"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920020","6954","1564","5390","5176","4667","132","14","339","12","12","214","194","33","30","108","8","6","1","5","0","0","0","0","0","2","1","0","19","6","4","0","2","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.20, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920023","2598","1267","1331","1275","1172","48","6","41","2","6","56","54","9","9","28","1","5","0","1","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.23, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920026","419","83","336","327","312","0","4","10","1","0","9","9","0","1","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.26, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920028","5684","1586","4098","3918","2976","205","14","698","3","22","180","175","31","16","113","3","2","1","1","0","0","0","0","0","8","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.28, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920029","3574","1233","2341","2215","1930","97","10","164","4","10","126","120","28","20","59","2","3","2","4","0","0","0","0","0","2","0","0","6","3","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.29, Los Angeles County, California"
"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920030","5818","1817","4001","3792","2859","288","4","608","7","26","209","186","59","17","80","6","4","2","3","0","3","0","0","0","11","1","0","21","8","3","1","0","2","0","1","5","0","0","0","0","0","0","0","0","0","0","0","1","Census Tract 9200.30, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920031","5301","1133","4168","4074","3365","162","7","524","6","10","94","90","20","11","52","1","2","1","3","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.31, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920032","2897","634","2263","2174","1668","134","3","361","5","3","89","88","16","1","57","6","0","0","4","0","1","0","0","0","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.32, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920033","515","126","389","375","334","19","4","14","1","3","14","14","3","3","3","1","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.33, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920034","3628","1075","2553","2444","1901","176","10","335","7","15","109","106","21","15","46","10","6","2","5","0","0","1","0","0","0","0","0","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.34, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920035","7720","3830","3890","3719","2831","240","16","593","11","28","171","152","43","24","65","5","3","6","2","0","3","0","0","0","0","1","0","19","7","3","0","1","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.35, Los Angeles County, California"
