"B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","B25063_025E","B25063_025M","B25063_026E","B25063_026M","B25063_027E","B25063_027M","GEO_ID","NAME"
"1415","152","1386","150","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","22","62","46","138","72","512","136","343","122","269","100","23","22","17","27","0","13","9","16","29","33","1400000US06037602505","Census Tract 6025.05, Los Angeles County, California"
"1422","166","1396","167","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","38","0","13","2","6","0","13","0","13","4","7","59","47","96","60","357","114","439","151","329","93","59","32","26","42","0","13","0","13","26","30","1400000US06037602506","Census Tract 6025.06, Los Angeles County, California"
"1600","181","1558","184","0","19","0","19","0","19","0","19","18","28","0","19","0","19","0","19","0","19","0","19","0","19","0","19","5","18","0","19","24","41","0","19","76","62","513","133","477","176","347","117","82","53","9","16","7","13","0","19","42","39","1400000US06037602507","Census Tract 6025.07, Los Angeles County, California"
"952","217","935","215","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","35","17","29","0","13","0","13","0","13","15","28","74","54","233","105","270","189","191","104","50","45","63","62","0","13","0","13","17","28","1400000US06037602510","Census Tract 6025.10, Los Angeles County, California"
"1364","255","1354","254","0","13","0","13","16","25","0","13","0","13","35","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","26","116","91","166","119","265","114","205","105","442","296","69","56","23","38","0","13","0","13","10","18","1400000US06037602511","Census Tract 6025.11, Los Angeles County, California"
"290","105","286","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","24","0","13","0","13","0","13","47","41","86","78","24","27","48","40","35","57","30","30","0","13","0","13","4","10","1400000US06037602512","Census Tract 6025.12, Los Angeles County, California"
"451","129","451","129","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","27","0","13","0","13","0","13","0","13","0","13","66","55","0","13","41","31","67","47","173","98","74","92","13","25","0","13","0","13","0","13","1400000US06037602513","Census Tract 6025.13, Los Angeles County, California"
"518","145","518","145","0","19","0","19","0","19","16","26","30","47","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","211","108","83","84","0","19","113","106","65","108","0","19","0","19","0","19","1400000US06037602601","Census Tract 6026.01, Los Angeles County, California"
"534","131","534","131","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","48","60","174","126","77","54","186","124","49","39","0","13","0","13","0","13","0","13","1400000US06037602602","Census Tract 6026.02, Los Angeles County, California"
"231","86","231","86","0","13","0","13","0","13","0","13","12","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","43","0","13","0","13","0","13","17","27","77","64","39","49","6","9","20","23","32","31","0","13","0","13","1400000US06037602700","Census Tract 6027, Los Angeles County, California"
"879","190","867","190","0","13","0","13","0","13","0","13","22","26","0","13","0","13","6","9","88","145","6","13","24","42","12","20","0","13","0","13","0","13","14","24","79","63","287","113","154","91","138","97","13","22","24","38","0","13","0","13","12","20","1400000US06037602801","Census Tract 6028.01, Los Angeles County, California"
"198","109","154","96","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","25","37","59","31","48","0","13","60","63","9","17","0","13","0","13","44","56","1400000US06037602802","Census Tract 6028.02, Los Angeles County, California"
"786","263","786","263","0","13","0","13","0","13","0","13","0","13","128","205","19","28","0","13","20","31","51","43","15","25","7","12","0","13","30","35","22","35","0","13","38","37","119","63","86","64","200","128","33","38","18","21","0","13","0","13","0","13","1400000US06037602900","Census Tract 6029, Los Angeles County, California"
"474","60","474","60","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","26","13","9","49","30","119","42","98","36","121","54","47","63","0","13","0","13","0","13","0","13","1400000US06037603004","Census Tract 6030.04, Los Angeles County, California"
"1381","181","1342","180","0","19","0","19","0","19","0","19","11","18","0","19","0","19","26","42","0","19","0","19","0","19","0","19","0","19","0","19","0","19","41","47","51","42","263","111","306","116","561","177","83","90","0","19","0","19","0","19","39","40","1400000US06037603005","Census Tract 6030.05, Los Angeles County, California"
"436","63","419","64","0","13","0","13","0","13","0","13","3","5","19","28","0","13","0","13","0","13","0","13","0","13","5","7","0","13","6","9","0","13","7","9","29","36","106","50","83","45","69","40","88","48","0","13","4","6","0","13","17","29","1400000US06037603006","Census Tract 6030.06, Los Angeles County, California"
"742","189","681","193","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","58","0","13","0","13","0","13","0","13","0","13","0","13","34","54","96","102","302","118","93","101","39","54","0","13","60","97","18","35","0","13","61","62","1400000US06037603007","Census Tract 6030.07, Los Angeles County, California"
"772","258","689","270","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","31","49","0","13","174","235","0","13","0","13","136","101","31","36","118","92","111","94","40","62","18","34","0","13","30","50","83","104","1400000US06037603008","Census Tract 6030.08, Los Angeles County, California"
"921","169","912","167","8","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","12","8","13","175","83","175","91","358","91","61","60","57","47","0","13","63","99","9","15","1400000US06037603101","Census Tract 6031.01, Los Angeles County, California"
"829","126","823","124","0","13","0","13","0","13","9","13","50","43","39","38","9","14","48","47","0","13","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","152","74","163","67","186","84","156","106","4","9","0","13","0","13","6","12","1400000US06037603102","Census Tract 6031.02, Los Angeles County, California"
"371","126","360","124","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","52","69","82","54","75","60","27","28","36","36","33","45","55","39","0","13","11","17","1400000US06037603200","Census Tract 6032, Los Angeles County, California"
"916","131","870","128","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","0","13","0","13","0","13","20","30","88","54","171","74","183","63","308","83","67","65","25","17","0","13","0","13","46","39","1400000US06037603301","Census Tract 6033.01, Los Angeles County, California"
"664","115","659","115","0","13","0","13","12","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","25","0","13","40","26","56","46","109","74","183","67","120","73","105","81","18","26","0","13","0","13","5","8","1400000US06037603302","Census Tract 6033.02, Los Angeles County, California"
"515","85","482","87","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","14","0","13","0","13","0","13","0","13","75","61","114","68","156","72","92","58","17","22","20","23","0","13","0","13","33","34","1400000US06037603400","Census Tract 6034, Los Angeles County, California"
"173","57","159","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","11","0","13","0","13","0","13","0","13","0","13","25","16","29","26","18","13","66","48","0","13","13","15","0","13","14","13","1400000US06037603500","Census Tract 6035, Los Angeles County, California"
"355","102","355","102","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","83","70","79","67","53","57","56","50","84","54","0","13","0","13","0","13","1400000US06037603600","Census Tract 6036, Los Angeles County, California"
"196","73","159","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","34","40","28","43","43","43","0","13","42","52","12","18","0","13","37","42","1400000US06037603702","Census Tract 6037.02, Los Angeles County, California"
"66","39","66","39","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","17","3","6","0","13","0","13","0","13","4","6","30","25","14","21","0","13","0","13","0","13","1400000US06037603703","Census Tract 6037.03, Los Angeles County, California"
"526","148","526","148","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","43","16","26","0","13","0","13","0","13","0","13","20","31","98","78","128","77","178","114","59","57","0","13","0","13","0","13","0","13","1400000US06037603705","Census Tract 6037.05, Los Angeles County, California"
"1063","115","1063","115","0","13","0","13","0","13","0","13","0","13","24","40","0","13","53","81","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","46","56","558","166","126","89","189","117","67","81","0","13","0","13","0","13","0","13","1400000US06037603706","Census Tract 6037.06, Los Angeles County, California"
"1101","142","1101","142","0","13","0","13","16","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","33","0","13","5","9","43","70","0","13","69","57","72","43","154","80","252","92","336","108","56","47","68","44","0","13","0","13","0","13","1400000US06037603801","Census Tract 6038.01, Los Angeles County, California"
"574","96","561","95","0","13","0","13","0","13","0","13","3","13","0","13","8","13","0","13","0","13","0","13","0","13","0","13","11","20","9","15","0","13","9","14","0","13","22","24","155","65","275","101","28","32","19","28","22","23","0","13","13","21","1400000US06037603802","Census Tract 6038.02, Los Angeles County, California"
"772","128","759","132","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","61","11","17","70","70","20","33","203","117","55","37","213","120","109","78","35","41","0","13","0","13","13","23","1400000US06037603901","Census Tract 6039.01, Los Angeles County, California"
"639","175","639","175","0","13","0","13","20","34","15","26","34","55","0","13","32","53","0","13","58","51","0","13","0","13","0","13","21","33","0","13","9","18","0","13","62","64","47","53","71","59","77","85","178","166","8","14","7","14","0","13","0","13","1400000US06037603902","Census Tract 6039.02, Los Angeles County, California"
"771","140","731","142","0","13","0","13","0","13","9","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","15","20","33","27","25","117","71","474","148","17","18","47","35","10","14","0","13","40","41","1400000US06037604001","Census Tract 6040.01, Los Angeles County, California"
"991","142","967","137","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","7","14","18","21","122","57","217","76","434","129","96","66","27","31","12","22","28","43","24","23","1400000US06037604002","Census Tract 6040.02, Los Angeles County, California"
"823","172","823","172","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","23","0","13","0","13","29","33","0","13","0","13","73","73","86","83","520","146","100","98","0","13","0","13","0","13","0","13","1400000US06037604101","Census Tract 6041.01, Los Angeles County, California"
"439","166","439","166","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","34","50","0","13","79","75","0","13","0","13","135","106","71","51","71","94","49","52","0","13","0","13","0","13","0","13","1400000US06037604102","Census Tract 6041.02, Los Angeles County, California"
"820","200","803","198","0","19","0","19","0","19","0","19","0","19","0","19","4","8","0","19","16","26","0","19","0","19","0","19","0","19","0","19","0","19","25","25","168","184","106","68","77","54","267","88","54","45","36","40","31","46","19","27","17","27","1400000US06037604200","Census Tract 6042, Los Angeles County, California"
"325","100","289","97","0","13","6","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","23","0","13","14","22","60","35","85","86","67","40","30","30","0","13","13","15","0","13","36","29","1400000US06037609900","Census Tract 6099, Los Angeles County, California"
"688","158","681","158","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","40","9","14","69","42","308","127","121","70","24","22","26","25","98","54","7","12","1400000US06037620001","Census Tract 6200.01, Los Angeles County, California"
"945","137","945","137","8","13","0","13","0","13","0","13","0","13","0","13","0","13","10","15","9","14","0","13","19","20","0","13","37","60","11","17","0","13","0","13","8","13","38","30","82","61","229","77","260","88","116","74","83","57","35","29","0","13","1400000US06037620002","Census Tract 6200.02, Los Angeles County, California"
"986","218","961","221","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","37","56","16","27","121","171","65","64","314","130","118","73","190","120","100","80","0","19","25","28","1400000US06037620101","Census Tract 6201.01, Los Angeles County, California"
"1182","266","1167","266","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","24","0","13","82","49","112","95","214","78","355","140","281","187","51","32","57","40","15","12","1400000US06037620102","Census Tract 6201.02, Los Angeles County, California"
"661","125","635","124","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","11","45","38","98","47","194","96","79","51","137","56","74","41","26","20","1400000US06037620201","Census Tract 6202.01, Los Angeles County, California"
"244","92","226","90","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","41","39","49","25","22","56","38","70","57","18","19","1400000US06037620301","Census Tract 6203.01, Los Angeles County, California"
"576","217","514","189","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","12","19","22","44","58","112","62","152","146","58","45","122","86","62","97","1400000US06037620303","Census Tract 6203.03, Los Angeles County, California"
"1008","258","1008","258","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","63","75","52","64","151","99","53","51","114","102","175","90","400","228","0","19","1400000US06037620305","Census Tract 6203.05, Los Angeles County, California"
"454","128","454","128","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","11","17","0","19","0","19","0","19","0","19","6","12","39","45","10","23","130","81","101","79","104","92","53","40","0","19","1400000US06037620400","Census Tract 6204, Los Angeles County, California"
"877","167","834","175","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","22","0","19","0","19","0","19","0","19","26","37","15","25","68","67","169","91","213","105","212","108","118","103","0","19","43","52","1400000US06037620501","Census Tract 6205.01, Los Angeles County, California"
"890","187","883","188","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","31","0","13","0","13","98","71","297","138","282","100","124","66","54","55","9","14","7","11","1400000US06037620521","Census Tract 6205.21, Los Angeles County, California"
"793","105","793","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","14","64","55","181","72","213","82","160","89","24","38","136","52","0","13","1400000US06037620522","Census Tract 6205.22, Los Angeles County, California"
"1159","184","1126","181","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","21","0","19","9","15","45","66","69","72","64","46","434","146","273","126","145","93","40","38","34","36","33","33","1400000US06037620601","Census Tract 6206.01, Los Angeles County, California"
"398","130","398","130","0","19","0","19","0","19","0","19","0","19","22","35","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","22","52","45","139","100","57","65","16","27","60","58","39","63","0","19","1400000US06037620602","Census Tract 6206.02, Los Angeles County, California"
"1185","290","1172","295","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","12","22","27","33","14","23","430","174","424","228","121","68","87","69","57","73","13","22","1400000US06037620701","Census Tract 6207.01, Los Angeles County, California"
"241","110","240","114","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","40","0","13","38","46","95","70","58","48","0","13","23","37","1","19","1400000US06037620703","Census Tract 6207.03, Los Angeles County, California"
"342","107","342","107","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","158","89","88","56","54","49","0","13","42","43","0","13","1400000US06037620704","Census Tract 6207.04, Los Angeles County, California"
"286","112","252","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","17","0","13","0","13","0","13","0","13","43","43","50","59","36","43","92","73","0","13","21","33","34","38","1400000US06037620801","Census Tract 6208.01, Los Angeles County, California"
"553","366","533","362","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","47","48","65","91","276","351","49","56","62","72","13","23","15","21","20","45","1400000US06037620802","Census Tract 6208.02, Los Angeles County, California"
"126","45","101","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","22","22","17","17","16","8","9","29","23","25","30","1400000US06037620901","Census Tract 6209.01, Los Angeles County, California"
"398","107","372","102","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","45","34","124","72","114","57","50","43","31","23","26","42","1400000US06037620904","Census Tract 6209.04, Los Angeles County, California"
"841","182","823","183","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","93","141","0","13","8","12","8","14","0","13","9","15","47","42","56","44","208","103","184","84","69","49","61","41","80","43","18","20","1400000US06037621001","Census Tract 6210.01, Los Angeles County, California"
"1215","181","1192","178","4","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","17","0","13","0","13","0","13","0","13","0","13","32","40","54","41","294","106","336","142","226","99","122","74","113","76","23","27","1400000US06037621005","Census Tract 6210.05, Los Angeles County, California"
"346","110","346","110","0","13","0","13","0","13","0","13","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","48","22","20","39","35","65","39","40","31","25","28","107","70","0","13","1400000US06037621102","Census Tract 6211.02, Los Angeles County, California"
"1885","265","1885","265","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","93","92","24","37","0","19","92","65","38","45","434","210","451","154","337","143","269","120","147","118","0","19","1400000US06037621104","Census Tract 6211.04, Los Angeles County, California"
"1144","261","1144","261","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","16","25","0","19","0","19","0","19","0","19","0","19","0","19","9","15","0","19","30","34","88","86","172","106","310","218","269","118","72","57","178","124","0","19","1400000US06037621201","Census Tract 6212.01, Los Angeles County, California"
"1243","196","1215","198","0","13","0","13","0","13","9","14","75","52","10","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","15","20","31","29","25","19","22","42","34","148","86","366","144","221","68","154","116","113","58","28","44","1400000US06037621204","Census Tract 6212.04, Los Angeles County, California"
"1085","183","1040","181","0","19","0","19","0","19","0","19","27","42","0","19","0","19","0","19","0","19","17","26","12","21","25","36","0","19","0","19","0","19","0","19","49","45","15","25","0","19","216","103","436","158","151","118","69","65","23","36","45","43","1400000US06037621301","Census Tract 6213.01, Los Angeles County, California"
"1259","222","1259","222","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","18","0","13","0","13","0","13","0","13","0","13","0","13","45","73","148","66","400","163","318","124","89","62","56","63","193","167","0","13","1400000US06037621324","Census Tract 6213.24, Los Angeles County, California"
"1290","210","1290","210","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","76","56","60","67","324","97","530","192","142","56","136","65","22","25","0","13","1400000US06037621326","Census Tract 6213.26, Los Angeles County, California"
"889","163","880","168","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","18","20","20","21","368","125","238","102","143","78","13","20","73","56","9","13","1400000US06037621400","Census Tract 6214, Los Angeles County, California"
"777","218","777","218","0","19","0","19","0","19","0","19","57","61","0","19","11","18","43","66","0","19","0","19","0","19","0","19","49","61","0","19","0","19","13","20","14","23","80","58","128","97","85","65","162","127","115","123","8","15","12","20","0","19","1400000US06037650001","Census Tract 6500.01, Los Angeles County, California"
"747","108","690","116","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","25","0","13","10","17","0","13","0","13","0","13","19","29","0","13","33","37","165","63","121","59","228","99","56","35","6","10","21","25","16","24","57","42","1400000US06037650003","Census Tract 6500.03, Los Angeles County, California"
"780","157","761","161","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","20","33","25","40","24","23","39","37","12","20","229","100","245","106","89","56","25","21","42","54","11","18","19","21","1400000US06037650004","Census Tract 6500.04, Los Angeles County, California"
"550","300","550","300","17","26","0","19","0","19","0","19","17","28","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","38","56","0","19","14","25","0","19","73","72","79","71","199","265","46","60","67","89","0","19","1400000US06037650101","Census Tract 6501.01, Los Angeles County, California"
"169","69","163","68","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","19","22","61","29","45","55","15","16","18","27","0","13","6","9","1400000US06037650102","Census Tract 6501.02, Los Angeles County, California"
"401","126","401","126","0","19","0","19","0","19","0","19","0","19","0","19","6","11","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","25","31","75","50","163","73","43","42","89","90","0","19","0","19","1400000US06037650200","Census Tract 6502, Los Angeles County, California"
"1298","287","1259","287","0","19","0","19","0","19","0","19","0","19","0","19","14","22","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","21","33","213","92","215","127","398","166","135","102","92","67","171","177","0","19","39","58","1400000US06037650300","Census Tract 6503, Los Angeles County, California"
"207","84","163","69","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","46","50","21","23","52","30","9","14","11","19","24","29","44","47","1400000US06037650401","Census Tract 6504.01, Los Angeles County, California"
"133","43","127","42","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","56","32","19","24","43","37","9","14","6","14","1400000US06037650501","Census Tract 6505.01, Los Angeles County, California"
"428","89","420","88","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","13","0","13","213","78","119","68","6","13","36","39","37","29","8","12","1400000US06037650502","Census Tract 6505.02, Los Angeles County, California"
"530","95","521","93","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","19","0","13","0","13","33","53","187","74","116","62","120","52","0","13","0","13","10","16","43","55","9","15","1400000US06037650603","Census Tract 6506.03, Los Angeles County, California"
"2448","377","2380","379","0","19","0","19","0","19","61","87","20","34","0","19","15","23","0","19","39","63","0","19","23","35","0","19","0","19","0","19","22","34","75","96","42","66","282","296","313","116","1013","201","203","117","266","172","6","12","0","19","68","79","1400000US06037650604","Census Tract 6506.04, Los Angeles County, California"
"668","87","668","87","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","14","0","13","0","13","0","13","0","13","18","30","22","23","76","44","317","77","180","71","22","23","9","16","15","24","0","13","1400000US06037650605","Census Tract 6506.05, Los Angeles County, California"
"1531","257","1497","255","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","52","86","0","13","0","13","107","72","80","52","872","218","279","114","87","87","20","22","0","13","34","31","1400000US06037650606","Census Tract 6506.06, Los Angeles County, California"
"661","180","635","177","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","44","37","21","35","163","94","111","83","275","194","21","33","0","13","26","48","1400000US06037650607","Census Tract 6506.07, Los Angeles County, California"
"160","47","149","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","9","3","5","0","13","0","13","0","13","16","14","13","14","4","7","64","29","43","26","11","12","1400000US06037650701","Census Tract 6507.01, Los Angeles County, California"
"241","103","235","102","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","35","56","0","13","0","13","37","43","5","9","34","27","72","59","52","51","6","11","1400000US06037650702","Census Tract 6507.02, Los Angeles County, California"
"616","152","616","152","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","38","19","31","45","52","248","113","143","103","121","52","0","13","1400000US06037650801","Census Tract 6508.01, Los Angeles County, California"
"448","168","448","168","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","33","40","29","37","228","106","122","98","24","30","0","13","1400000US06037650802","Census Tract 6508.02, Los Angeles County, California"
"1300","267","1283","270","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","18","32","125","135","35","39","310","114","119","71","387","161","193","118","43","41","53","60","0","13","17","26","1400000US06037650901","Census Tract 6509.01, Los Angeles County, California"
"993","330","993","330","0","13","0","13","0","13","0","13","31","45","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","30","0","13","22","34","101","82","126","107","144","102","308","259","160","153","47","47","35","39","0","13","0","13","1400000US06037650903","Census Tract 6509.03, Los Angeles County, California"
"509","125","494","120","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","25","119","88","117","74","26","29","46","44","64","54","107","89","15","24","1400000US06037650904","Census Tract 6509.04, Los Angeles County, California"
"401","120","384","120","0","19","0","19","0","19","0","19","0","19","0","19","6","9","0","19","0","19","24","38","0","19","7","10","0","19","0","19","0","19","0","19","0","19","36","37","111","76","154","87","38","29","0","19","0","19","8","13","17","20","1400000US06037651001","Census Tract 6510.01, Los Angeles County, California"
"765","195","734","194","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","50","16","25","134","66","194","138","137","55","28","34","106","102","64","51","13","18","31","37","1400000US06037651002","Census Tract 6510.02, Los Angeles County, California"
"732","124","679","120","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","73","65","22","22","252","93","233","105","75","58","9","15","15","17","53","70","1400000US06037651101","Census Tract 6511.01, Los Angeles County, California"
"783","137","764","136","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","15","10","16","79","61","128","64","387","119","115","77","29","26","0","13","6","9","19","20","1400000US06037651102","Census Tract 6511.02, Los Angeles County, California"
