"GEO_ID","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","NAME"
"1400000US06037102107","1069","95","85.7","7.7","1.4","1.6","0.0","3.7","7.0","5.2","0.0","3.7","3.8","3.9","2.1","2.6","25.1","9.3","64.9","8.5","0.0","3.7","23.0","7.2","54.9","9.6","22.1","7.1","711","116","31.1","11.3","68.9","11.3","72.0","13.8","22.8","12.0","5.2","5.3","358","90","45.3","16.8","33.2","16.0","12.0","9.0","54.7","16.8","39.9","19.0","14.8","13.0","44.6","(X)","46.0","(X)","16.5","(X)","54958","18564","65114","30277","2,500-","***","-","**","56750","51323","-","**","52560","58088","65667","68116","39426","24335","69808","13917","-","**","76919","19513","46875","18034","28250","27858","47446","34318","23036","32070","73500","19394","75781","11307","8000","13369","17434","123987","53611","31695","87708","107936","19948","67783","106607","103254","51136","40139","27361","22992","67417","9905","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1021.07, Los Angeles County, California"
"1400000US06037103101","911","50","84.7","6.8","0.0","4.3","0.0","4.3","9.3","3.5","0.0","4.3","4.4","5.1","1.5","2.4","19.5","9.0","69.6","10.3","0.0","4.3","27.2","11.1","49.2","11.0","23.6","10.0","735","73","25.6","13.0","74.4","13.0","82.2","9.4","15.9","9.4","1.9","2.4","176","67","29.5","14.2","21.0","14.2","8.5","8.5","70.5","14.2","48.3","24.7","22.2","23.1","40.6","(X)","46.7","(X)","15.3","(X)","64792","28398","62037","27639","-","**","-","**","83854","18661","-","**","64674","67943","-","**","63478","55712","64643","25064","-","**","53438","34878","83443","14175","60694","18371","81953","17971","53125","75335","82564","12742","82344","15069","66607","61553","62500","107933","35000","4860","38125","28676","38594","35895","22083","129134","34500","12041","33375","21308","35469","34471","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1031.01, Los Angeles County, California"
"1400000US06037103102","1575","117","80.8","5.7","2.2","3.5","0.6","1.1","8.8","3.5","0.0","2.5","7.0","2.5","0.6","1.1","17.9","4.9","70.5","6.9","0.0","2.5","36.5","6.6","47.0","8.2","16.5","5.1","1101","112","39.6","6.5","60.4","6.5","75.6","7.7","12.3","6.5","12.2","6.4","474","114","54.9","15.7","53.0","15.8","1.9","3.0","45.1","15.7","43.5","15.5","1.7","3.0","25.5","(X)","26.4","(X)","21.1","(X)","65080","17069","59516","19890","-","**","-","**","64625","73238","-","**","75428","51890","-","**","44593","31841","68063","14398","-","**","74226","13698","73472","11464","22143","12518","74229","6573","84688","21953","69563","16672","71000","10063","44866","22286","133958","62446","31563","26238","18864","9536","18352","9625","-","**","43571","6234","43730","4567","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1031.02, Los Angeles County, California"
"1400000US06037103200","2235","82","76.8","5.4","2.2","2.1","0.0","1.8","8.3","2.4","0.0","1.8","10.1","4.1","2.6","2.1","20.6","5.7","65.1","7.2","4.3","3.3","27.6","5.2","42.3","4.5","25.8","3.8","1540","148","42.2","8.0","57.8","8.0","65.6","7.6","21.9","6.1","12.5","6.1","695","151","50.9","12.0","38.8","11.8","12.1","9.3","49.1","12.0","35.4","13.0","13.7","10.4","29.0","(X)","29.3","(X)","28.3","(X)","68785","20489","80525","21014","32404","210597","-","**","68125","85408","-","**","27111","58124","60859","107684","63621","31393","85185","28341","49085","48300","90357","47111","81920","9861","55179","33071","81159","17947","63966","21551","91724","11929","89250","22202","60938","30382","93333","75092","34273","7504","36964","8520","32241","8386","89015","98690","32824","38733","26759","6797","107279","35705","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1032, Los Angeles County, California"
"1400000US06037103300","1326","53","85.8","5.8","0.0","3.0","0.0","3.0","9.2","3.9","0.0","3.0","4.2","4.3","0.8","1.2","12.1","5.5","78.7","6.5","3.5","3.6","23.8","5.9","49.6","6.3","23.2","5.3","894","118","36.4","8.1","63.6","8.1","84.1","6.9","11.0","5.4","4.9","4.8","432","108","38.7","15.6","26.6","11.8","12.0","10.9","61.3","15.6","42.1","14.9","19.2","11.5","38.1","(X)","39.3","(X)","35.6","(X)","95305","11662","93514","17129","-","**","-","**","103026","151380","-","**","222879","161982","-","**","132404","57222","93277","17946","97396","241942","76125","88993","98393","19785","42132","44333","119148","17640","99018","54880","119460","14707","118750","31709","120000","39578","168750","246510","61488","16159","40469","25358","37344","22516","65250","62986","72981","30278","61786","19131","95573","43992","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1033, Los Angeles County, California"
"1400000US06037103400","2429","130","82.5","5.5","0.0","1.6","0.0","1.6","4.7","2.0","0.0","1.6","11.8","5.2","1.0","1.2","21.1","5.6","73.9","5.6","0.0","1.6","24.5","7.5","49.1","8.9","26.4","6.0","1483","196","41.5","8.1","58.5","8.1","65.4","9.5","23.4","9.6","11.2","7.9","946","161","51.5","12.8","49.0","13.3","2.4","2.7","48.5","12.8","35.1","12.5","13.4","9.5","24.3","(X)","24.3","(X)","24.2","(X)","53750","3372","53860","6374","-","**","-","**","92460","13266","-","**","51739","26111","133750","230216","51957","16673","53399","6009","-","**","57404","8225","57602","9195","38636","15912","58375","3524","56989","5982","59024","10098","72794","23631","53320","15010","35407","66384","34628","19991","29479","15722","27429","12112","222604","155013","46771","25119","33958","31345","62669","16584","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1034, Los Angeles County, California"
"1400000US06037104103","750","73","33.3","12.0","17.7","6.2","2.1","2.9","12.1","4.5","0.0","5.2","29.2","11.6","5.5","5.2","55.5","7.6","10.7","6.9","0.0","5.2","37.5","11.5","40.7","11.5","21.9","7.6","666","82","46.2","12.6","53.8","12.6","65.6","12.8","21.2","9.8","13.2","9.5","84","43","70.2","24.3","50.0","27.8","20.2","21.2","29.8","24.3","19.0","19.8","10.7","17.5","31.7","(X)","34.5","(X)","9.5","(X)","88167","34840","65096","4816","61016","77590","-","**","117768","33525","-","**","104591","7775","84250","124858","84333","37885","69135","28225","-","**","88917","42625","71938","74242","118056","70272","93256","22722","94186","20913","83333","41720","103642","13292","67548","3171","93314","54536","30455","26535","58472","47226","31364","33100","59861","140793","21094","12431","23750","5628","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1041.03, Los Angeles County, California"
"1400000US06037104105","1389","84","50.1","8.6","10.9","3.5","2.2","2.0","3.2","2.8","0.0","2.8","31.7","8.7","1.9","2.1","82.4","5.2","3.7","2.4","1.4","1.6","43.6","7.7","43.3","7.3","11.7","5.2","1223","96","66.1","6.5","33.9","6.5","56.3","9.2","36.1","7.9","7.5","6.0","166","76","37.3","27.7","33.7","27.0","3.6","6.8","62.7","27.7","30.7","22.8","31.9","28.6","24.0","(X)","15.4","(X)","50.0","(X)","39531","7595","42143","10405","67823","40148","49875","44263","83864","18237","-","**","32687","8951","60469","38536","34860","7996","63393","93645","24821","55181","39866","9332","46165","11068","20446","6203","37607","9269","33804","10070","46635","32684","45673","12028","26207","9571","26786","53272","24038","24858","13929","30045","13393","62944","-","**","33103","25829","10417","8036","34181","4104","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1041.05, Los Angeles County, California"
"1400000US06037104108","1306","68","50.4","8.8","15.2","6.7","0.8","1.2","4.3","3.3","0.0","3.0","28.6","8.6","0.7","1.1","72.4","7.5","10.7","5.8","5.3","4.5","51.2","6.2","24.4","6.3","19.1","4.7","1031","112","58.0","9.5","42.0","9.5","51.5","11.6","37.0","10.8","11.5","6.5","275","111","45.1","22.6","26.2","18.8","18.9","19.1","54.9","22.6","41.8","21.6","13.1","15.0","45.5","(X)","44.1","(X)","32.7","(X)","40893","13458","46722","11500","37991","31308","-","**","26458","72043","-","**","37273","31452","-","**","45778","14866","41429","38368","39127","661","46806","15634","57813","46678","25729","24722","46134","10941","39352","18441","54327","28583","65417","9835","17455","15985","40885","28126","20625","16360","32566","34582","11625","5276","34211","7291","18542","16261","11164","7468","56875","9568","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1041.08, Los Angeles County, California"
"1400000US06037104124","1167","74","57.9","10.2","27.7","9.4","0.9","1.4","1.4","1.7","0.8","1.2","9.1","5.8","2.3","2.7","35.7","10.0","34.4","8.6","2.1","3.7","26.6","8.7","53.0","7.1","18.3","3.8","818","122","48.4","9.5","51.6","9.5","79.6","8.8","15.0","8.2","5.4","4.2","349","108","38.7","16.0","31.5","13.8","7.2","8.3","61.3","16.0","46.7","18.4","14.6","9.0","20.1","(X)","17.2","(X)","26.6","(X)","75179","10140","82431","8444","66420","23820","-","**","50000","2129","-","**","44500","57384","112589","199969","80250","11132","82500","17302","-","**","77391","23992","78750","19753","47026","32574","81985","9598","75786","17778","100125","19001","85323","9780","75521","45411","79107","43317","46445","19032","58417","42315","40313","83921","59583","1887","46016","24791","32472","28207","65511","34823","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1041.24, Los Angeles County, California"
"1400000US06037104201","910","46","58.6","11.0","11.0","6.4","1.0","1.6","0.0","4.3","0.0","4.3","27.3","9.7","2.2","2.5","88.0","6.5","1.0","1.6","7.1","5.5","37.4","10.0","52.2","11.6","3.3","3.2","816","85","55.8","9.1","44.2","9.1","56.0","11.2","33.9","12.8","10.0","7.3","94","74","12.8","20.3","12.8","20.3","0.0","33.1","87.2","20.3","78.7","23.0","8.5","14.1","31.1","(X)","27.2","(X)","26.6","(X)","42143","7060","50972","14230","27500","26718","-","**","-","**","-","**","30543","13580","60227","52322","44263","10125","-","**","2,500-","***","31172","8228","60547","12276","38438","155825","41532","9181","31993","7208","55313","12395","51157","14875","24844","17305","27212","37275","17344","33286","-","**","-","**","-","**","16875","47886","16563","33782","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1042.01, Los Angeles County, California"
"1400000US06037104203","1018","72","52.2","8.7","15.3","5.0","0.0","3.8","2.1","2.0","0.0","3.8","29.8","8.4","0.7","1.1","82.6","5.3","0.0","3.8","2.4","3.8","40.1","9.8","37.6","8.4","19.9","7.0","838","104","60.7","10.0","39.3","10.0","50.6","11.3","37.7","11.3","11.7","6.5","180","92","59.4","24.1","59.4","24.1","0.0","19.8","40.6","24.1","32.8","22.2","7.8","12.9","35.8","(X)","37.6","(X)","14.4","(X)","36750","11336","42917","11816","47813","42765","-","**","12386","225368","-","**","22473","8580","-","**","33125","11022","-","**","-","**","42679","23701","38558","9626","21133","20639","39231","12668","30469","17607","48594","18284","53686","7181","25357","14777","19833","5978","11908","2911","11760","31425","11760","31425","-","**","13523","7601","9609","8329","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1042.03, Los Angeles County, California"
"1400000US06037104204","692","39","44.4","11.6","6.9","4.6","5.3","8.0","10.7","6.1","0.0","5.6","27.9","11.3","4.8","5.3","70.7","10.5","11.7","9.3","0.0","5.6","44.8","9.5","43.9","10.6","11.3","7.7","564","69","70.9","12.7","29.1","12.7","56.7","15.2","17.2","11.9","26.1","15.3","128","68","81.3","21.9","70.3","30.9","10.9","19.6","18.8","21.9","18.8","21.9","0.0","26.3","21.1","(X)","21.6","(X)","18.8","(X)","46923","20678","55172","30591","41000","30538","-","**","81786","104606","-","**","55950","15238","82938","68615","55049","21765","44205","42973","-","**","55913","13488","56042","23093","23977","4917","56422","10738","59545","8556","43351","9023","60741","14996","26650","24692","60101","31502","27000","7502","30405","11455","30878","6150","-","**","22308","6478","22308","6478","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1042.04, Los Angeles County, California"
"1400000US06037104310","901","57","54.8","9.8","11.8","7.6","0.6","1.0","0.0","4.3","0.0","4.3","32.9","10.5","0.0","4.3","84.7","7.6","3.6","4.8","0.7","1.2","44.7","8.5","35.3","8.8","19.3","7.2","842","73","52.7","13.4","47.3","13.4","58.8","11.7","17.5","9.9","23.8","10.8","59","50","35.6","39.8","35.6","39.8","0.0","42.8","64.4","39.8","39.0","47.0","25.4","38.2","41.5","(X)","43.5","(X)","0.0","(X)","58634","9160","61944","11314","43162","21612","-","**","-","**","-","**","66447","32538","-","**","66008","12073","-","**","-","**","60231","19105","59531","28144","44186","15602","56225","10471","44583","23737","68542","23960","65444","10805","43566","31892","50962","43584","27120","63227","30114","37095","30114","37095","-","**","27065","131455","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1043.10, Los Angeles County, California"
"1400000US06037104320","1232","83","39.8","11.1","16.6","6.1","0.5","0.8","5.8","3.3","0.0","3.2","34.6","10.6","2.7","2.7","76.3","6.6","0.0","3.2","0.0","3.2","36.8","9.5","40.2","9.2","23.1","5.8","911","89","53.7","9.6","46.3","9.6","77.1","9.3","12.8","8.2","10.1","7.2","321","81","52.3","19.4","52.3","19.4","0.0","11.7","47.7","19.4","37.4","20.8","10.3","15.4","45.0","(X)","47.4","(X)","23.7","(X)","47842","7294","50263","11093","30125","31547","-","**","11196","834","-","**","56827","16969","40375","69629","55551","9293","-","**","-","**","49849","12640","56674","13463","18015","10072","56006","14865","50987","16515","57317","16284","66500","17952","46125","38525","34722","32104","15034","5061","15294","4083","15294","4083","-","**","12383","20553","11094","5608","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1043.20, Los Angeles County, California"
"1400000US06037104401","618","71","61.0","15.2","1.8","2.7","1.6","2.5","0.0","6.3","0.0","6.3","35.6","15.5","0.0","6.3","94.8","4.5","3.4","3.9","0.0","6.3","21.4","12.1","55.0","13.1","23.6","12.5","519","73","65.1","14.7","34.9","14.7","80.9","13.4","0.0","7.4","19.1","13.4","99","62","54.5","34.6","54.5","34.6","0.0","32.0","45.5","34.6","23.2","25.9","22.2","26.3","38.2","(X)","41.2","(X)","22.2","(X)","56406","20631","47824","12543","-","**","-","**","-","**","-","**","88190","35226","-","**","56875","20146","2,500-","***","-","**","78690","22824","66042","24003","43065","7858","65313","32808","72794","10910","44315","8190","68466","20765","-","**","30707","29481","16250","1052","16570","3370","16570","3370","-","**","15104","30530","15104","34188","2,500-","***","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1044.01, Los Angeles County, California"
"1400000US06037104403","609","43","55.2","13.7","1.1","1.9","0.0","6.4","1.1","1.9","0.0","6.4","42.5","13.6","0.0","6.4","97.4","3.1","1.5","2.4","0.0","6.4","39.1","12.9","47.9","14.6","13.0","8.7","549","77","44.6","15.3","55.4","15.3","65.0","13.1","17.3","11.0","17.7","12.1","60","61","90.0","21.8","90.0","21.8","0.0","42.5","10.0","21.8","10.0","21.8","0.0","42.5","33.5","(X)","31.9","(X)","35.0","(X)","60260","20237","51429","26327","-","**","-","**","-","**","-","**","60677","29847","-","**","55781","19162","-","**","-","**","41813","20189","71516","7482","51964","56381","62560","14024","42031","12392","70759","7782","63988","9647","45917","44354","42344","94271","2,500-","***","2,500-","***","2,500-","***","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1044.03, Los Angeles County, California"
"1400000US06037104404","586","80","53.2","15.6","1.2","2.2","0.0","6.6","0.0","6.6","0.0","6.6","45.6","15.3","0.0","6.6","91.6","7.5","7.2","7.3","0.0","6.6","32.1","12.4","44.5","13.2","23.4","9.4","484","85","42.6","13.1","57.4","13.1","54.3","17.1","35.3","14.4","10.3","11.1","102","77","29.4","32.9","29.4","32.9","0.0","31.3","70.6","32.9","0.0","31.3","70.6","32.9","49.3","(X)","39.5","(X)","70.6","(X)","35982","22727","63021","40095","-","**","-","**","-","**","-","**","33558","7104","-","**","34583","23008","62813","43006","-","**","33526","29393","64010","28913","24567","22926","45139","25167","27949","28097","50536","13706","64360","10711","24904","14901","9815","129391","33846","36795","13214","7705","13214","7705","-","**","34808","74654","-","**","34808","74654","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1044.04, Los Angeles County, California"
"1400000US06037104500","642","48","76.0","10.0","0.0","6.0","0.0","6.0","0.0","6.0","0.0","6.0","21.8","9.4","2.2","2.9","95.8","4.4","3.0","3.8","3.6","5.9","35.4","10.0","37.5","8.5","23.5","8.9","556","62","45.5","11.3","54.5","11.3","64.6","11.4","32.2","11.4","3.2","3.8","86","51","29.1","28.7","29.1","28.7","0.0","35.1","70.9","28.7","70.9","28.7","0.0","35.1","39.6","(X)","42.1","(X)","23.3","(X)","45370","9875","41731","10208","-","**","-","**","-","**","-","**","55625","19316","19688","163412","45532","8988","77625","135840","-","**","41058","21577","46223","4658","55563","42636","43786","5520","34432","14537","55190","17605","48631","8399","25045","26585","75250","99127","8827","1019","8750","10575","8750","10575","-","**","8844","5236","8844","5236","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1045, Los Angeles County, California"
"1400000US06037104610","669","66","53.8","12.2","0.0","5.8","0.0","5.8","1.5","2.5","0.0","5.8","41.7","12.1","3.0","4.9","88.9","9.0","9.6","8.7","3.0","4.3","31.2","11.3","38.3","10.7","27.5","12.0","598","75","58.7","11.7","41.3","11.7","65.9","11.5","21.7","9.9","12.4","9.3","71","50","100.0","39.0","74.6","38.2","25.4","38.2","0.0","39.0","0.0","39.0","0.0","39.0","20.3","(X)","14.2","(X)","57.7","(X)","38125","18715","40125","32273","-","**","-","**","-","**","-","**","32468","20939","-","**","35809","14549","93182","27353","2,500-","***","31103","19964","38523","23829","65985","41141","41125","19165","31138","5950","66366","17113","53583","27914","40250","18745","29118","30393","16384","8344","16384","8344","16625","19482","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1046.10, Los Angeles County, California"
"1400000US06037104620","724","43","58.4","10.4","0.0","5.4","1.0","1.6","0.0","5.4","0.0","5.4","34.3","10.9","6.4","5.4","96.5","3.4","2.5","2.9","3.6","5.5","43.2","10.0","35.8","11.1","17.4","7.9","651","66","54.2","9.6","45.8","9.6","75.6","9.8","17.8","8.6","6.6","5.2","73","52","68.5","34.7","68.5","34.7","0.0","38.5","31.5","34.7","31.5","34.7","0.0","38.5","30.7","(X)","32.6","(X)","0.0","(X)","40500","7569","36858","5522","-","**","-","**","-","**","-","**","46959","14346","63864","47579","40107","7186","112500","2037","-","**","45750","6961","38583","12246","36500","63688","39441","4459","37928","4546","52500","28497","41500","10073","35833","11758","37917","32169","35365","47728","11894","28588","11894","28588","-","**","98203","88516","98203","88516","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1046.20, Los Angeles County, California"
"1400000US06037104701","917","44","61.5","10.7","6.7","6.6","0.0","4.3","0.7","1.0","0.0","4.3","31.2","9.1","0.0","4.3","92.7","6.8","0.0","4.3","4.5","3.5","49.9","10.4","31.0","9.5","14.6","8.9","849","70","60.5","10.2","39.5","10.2","58.0","12.2","33.9","12.6","8.1","7.2","68","60","57.4","44.9","57.4","44.9","0.0","39.9","42.6","44.9","32.4","45.5","10.3","19.8","34.6","(X)","33.0","(X)","27.9","(X)","29597","3774","28594","6214","21220","950","-","**","-","**","-","**","31179","5271","-","**","30335","3003","-","**","47014","35940","30854","2217","30952","4373","15795","6613","30362","2705","30223","3498","31063","10022","30866","1639","21488","9976","47014","58554","11393","340","-","**","-","**","-","**","11648","24446","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1047.01, Los Angeles County, California"
"1400000US06037104703","528","67","56.4","11.8","0.0","7.3","3.4","5.4","3.6","5.6","0.0","7.3","36.6","13.0","0.0","7.3","92.0","6.9","4.4","3.8","13.1","10.9","54.7","13.3","32.2","8.0","0.0","7.3","473","65","59.6","14.2","40.4","14.2","65.8","16.7","21.8","13.4","12.5","11.4","55","45","36.4","46.8","0.0","44.4","36.4","46.8","63.6","46.8","63.6","46.8","0.0","44.4","20.6","(X)","18.4","(X)","0.0","(X)","45167","7601","44250","16953","-","**","-","**","-","**","-","**","62880","30987","-","**","46167","8760","24219","53513","46313","40621","43594","10648","52059","47340","-","**","43819","16307","42639","10717","63424","66625","52454","32454","16948","23221","46375","53076","45188","56288","-","**","-","**","-","**","9931","45405","9931","45405","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1047.03, Los Angeles County, California"
"1400000US06037104704","1075","69","48.2","9.0","18.6","6.6","0.0","3.6","4.8","3.0","0.0","3.6","28.4","9.6","0.0","3.6","63.3","8.6","13.2","6.2","1.0","1.5","47.6","8.7","43.0","9.0","8.4","4.8","917","87","50.4","11.1","49.6","11.1","64.2","10.2","25.8","9.2","9.9","6.2","158","78","46.2","22.5","28.5","17.1","17.7","17.2","53.8","22.5","36.7","22.1","17.1","16.5","30.8","(X)","29.3","(X)","31.6","(X)","47099","6856","41250","10299","57885","47576","-","**","93824","41294","-","**","48641","8880","-","**","46972","7452","33889","22773","-","**","46611","9364","51714","8105","29600","7012","47554","6766","47717","5233","47031","24820","51607","10284","29075","4316","60250","66660","26585","4242","17875","22522","14250","8680","92941","151225","27104","16343","26280","776","127639","136030","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1047.04, Los Angeles County, California"
"1400000US06037104810","1000","78","69.7","11.0","1.9","2.0","0.4","0.9","2.0","2.2","0.0","3.9","21.8","10.3","4.2","4.7","92.4","4.3","3.7","3.2","0.9","1.6","47.6","7.9","38.5","8.1","13.0","5.7","959","75","61.6","9.5","38.4","9.5","52.9","11.0","26.2","9.5","21.0","8.1","41","33","100.0","51.4","100.0","51.4","0.0","51.4","0.0","51.4","0.0","51.4","0.0","51.4","32.6","(X)","26.6","(X)","26.8","(X)","47065","14142","42399","10610","14659","82122","-","**","-","**","-","**","81500","35985","6750","5077","46522","13624","34205","41209","-","**","58458","18365","38875","17101","45000","21759","40493","11833","33875","13085","47283","29390","60048","8222","28160","12343","30724","2323","17841","17372","17841","17372","17841","17372","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1048.10, Los Angeles County, California"
"1400000US06037104821","689","74","54.6","11.4","0.0","5.6","4.1","4.8","0.0","5.6","0.0","5.6","41.4","10.9","0.0","5.6","92.7","5.5","4.8","3.5","2.6","4.3","46.7","9.8","35.3","10.2","15.4","7.2","632","79","49.2","12.6","50.8","12.6","66.5","12.5","19.3","11.9","14.2","9.2","57","45","64.9","37.9","64.9","37.9","0.0","43.6","35.1","37.9","35.1","37.9","0.0","43.6","42.8","(X)","41.8","(X)","29.8","(X)","44957","6870","46700","9036","-","**","49559","18584","-","**","-","**","36767","9597","-","**","44181","8300","50179","93307","-","**","28750","16857","75125","30396","48409","8613","45444","6897","27270","15195","57431","12396","45403","5480","2,500-","***","65385","25691","17188","51250","17313","91115","17313","91115","-","**","12273","65053","12273","65053","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1048.21, Los Angeles County, California"
"1400000US06037104822","499","81","40.7","13.3","2.6","4.0","0.0","7.7","18.4","9.4","3.4","5.7","34.9","10.8","0.0","7.7","66.5","9.6","9.0","7.6","1.8","2.9","36.9","9.0","26.5","10.6","34.9","9.8","332","51","60.5","13.4","39.5","13.4","39.5","16.6","53.9","16.8","6.6","7.9","167","63","47.3","23.4","47.3","23.4","0.0","21.1","52.7","23.4","41.3","20.6","11.4","16.6","28.1","(X)","32.5","(X)","19.2","(X)","31325","7056","40179","23606","-","**","-","**","11447","861","-","**","36078","2425","-","**","35098","7672","48355","24930","-","**","36422","3863","41094","23408","15577","4449","30450","10286","31553","6064","23563","9980","30650","11123","24482","9045","70536","38762","16985","26740","22361","40454","22361","40454","-","**","11802","24872","11250","855","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1048.22, Los Angeles County, California"
"1400000US06037106010","872","89","59.3","10.5","7.1","6.1","0.0","4.5","2.2","2.5","0.0","4.5","25.3","9.8","6.1","4.8","52.4","7.3","35.8","8.8","1.3","1.9","33.9","10.2","43.9","9.8","20.9","7.6","682","103","54.1","13.2","45.9","13.2","68.2","12.8","15.0","11.5","16.9","10.3","190","78","41.6","21.1","36.8","21.4","4.7","7.4","58.4","21.1","47.4","24.3","11.1","16.0","24.4","(X)","19.8","(X)","32.1","(X)","93108","11405","93807","14807","102422","6636","-","**","87159","18381","-","**","67589","36612","86750","47753","76875","33535","95278","30565","-","**","87333","39004","108594","8470","59821","26761","96452","8230","93466","19196","109219","25899","99219","9191","38182","62105","109718","70958","48929","14341","58080","1902","57679","5011","250,000+","***","42176","21098","41204","65583","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1060.10, Los Angeles County, California"
"1400000US06037106020","1247","89","57.5","9.3","3.0","2.5","0.0","3.2","7.0","3.9","0.0","3.2","30.6","7.5","2.0","1.9","57.8","6.7","28.8","6.1","1.0","1.3","35.6","7.6","46.0","8.1","17.3","5.3","1061","99","39.8","7.8","60.2","7.8","74.1","8.6","18.9","8.0","7.0","4.2","186","68","54.3","24.5","41.4","21.3","12.9","13.4","45.7","24.5","16.7","14.7","29.0","23.8","30.3","(X)","31.8","(X)","22.0","(X)","81797","15557","79606","11341","43173","49434","-","**","78021","64550","-","**","97813","35926","85781","83329","88750","23836","79606","19314","52031","112623","87813","25512","95802","22375","46136","15394","87740","17055","79625","18270","95590","21971","89519","20817","95417","43736","51042","23799","39722","57752","38194","22990","37639","15319","152857","214262","75491","73611","28750","13065","76875","36529","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1060.20, Los Angeles County, California"
